source_id,ra,dec,phot_g_mean_mag,bp_rp,astrometric_excess_noise,ruwe,visibility_periods_used
576461198980319872,135.01066974016223,0.056622582268529245,12.26986,1.1583633,0.06981327,1.0188878,15
576461409434191360,135.0437127816622,0.07203190385156841,13.874039,0.8392248,0.0,1.0165756,15
576462161052833664,134.94690469193463,0.07287052368026578,13.0986395,0.77205086,0.0,0.9845776,15
576464192572995328,135.06323923116565,0.14461871455065395,13.105554,0.8605299,0.0,1.0430232,15
576466632114442496,134.84710983561678,0.15623090105396228,13.990126,0.7012434,0.0,0.95429355,15
576467250589715712,134.93002880458673,0.20266223786492038,13.463189,0.8481884,0.39300734,3.6251245,15
576468178302644736,135.0260907546948,0.2157195509613969,13.596309,0.7556486,0.0,0.9697517,15
576469479677249280,134.99445469964073,0.27812779075582234,12.660196,0.6124544,0.065652505,1.0077076,15
576469861929818368,135.16587822233413,0.18665830759368288,13.057938,0.83889294,0.0380521,1.0445573,15
576470652203802624,135.13000736115237,0.1939721208010906,13.594737,0.82016563,0.0,0.9751935,16
576473327967961984,135.209282571015,0.31745791213780855,12.712774,1.482441,0.8864957,8.457375,15
576473435342597888,135.2819358693056,0.3200693900268441,13.911632,0.74355984,2.1380725,13.97723,15
576474741012662272,135.15153873445522,0.3061234751489895,13.830217,1.0754261,0.0,1.0412503,16
576476081042461824,135.07889385881455,0.3475256970982683,13.357991,0.7408924,0.0,1.027845,16
576476454704153344,135.1698729567334,0.3385669278330159,12.332407,0.3724842,0.36500493,2.7617948,15
576478967260501888,134.86476754669124,0.20787895923926142,12.477132,0.8410778,0.37642726,2.6838033,15
576480062476522880,134.81768543489704,0.24551885780593308,13.098835,0.5763521,0.0,0.9637452,16
576480066772131328,134.82058939797307,0.24343658519316735,12.768917,0.67862415,0.059927873,0.9872896,16
576480307290310784,134.82078425181007,0.2597978764099928,13.576381,0.9866991,0.0,0.9725384,15
576481028844800128,134.8979835464512,0.2747527954662659,13.682793,0.7495165,0.0,0.96547705,15
