source_id,ra,dec,phot_g_mean_mag,bp_rp,astrometric_excess_noise,ruwe,visibility_periods_used
576460756599166336,135.001160660529,0.012616524627398347,19.691753,1.1960602,1.4987644,1.1494234,15
576460786663459968,135.012284546391,0.02259661216153432,19.460522,0.8748493,0.32286555,1.0302055,15
576460894038909184,135.02195140362628,0.023531744172623194,14.9088955,0.91576004,0.11715737,1.1454172,15
576460924102120576,135.0340417142531,0.03569196849496576,19.9579,0.6527767,0.0,0.99164766,15
576460928397864320,135.03526046023575,0.04239327193397559,16.109364,1.7977219,0.32788724,1.3395466,15
576460962757594880,135.01388149124543,0.04003546808612499,17.013802,0.7853527,0.0,1.0279362,15
576461027181467776,134.97851018857708,0.02443677770021095,19.602423,2.4206638,0.0,0.957024,15
576461027181467904,134.97323824688914,0.029357459967771178,18.949743,2.2475376,0.0,0.97593063,15
576461130260844032,134.97982644686647,0.04256898037625885,19.597097,2.002449,0.0,0.97780824,15
576461233340060416,134.9938816586636,0.054746265054256046,17.605482,2.044836,1.7248882,2.4241593,15
576461237636292992,134.99321923793616,0.05574099738206133,19.555357,0.69643784,0.0,0.97547084,15
576461302059242752,135.0487581926245,0.041559932491971874,19.44071,1.9171677,0.7603334,1.0617311,15
576461302059243008,135.04814535677022,0.04744551983646838,18.428467,0.66576195,0.0,0.9237824,15
576461336418981760,135.04749693967682,0.05819729516991,16.51018,1.093111,0.0,1.0271443,15
576461370779014016,135.03080063073597,0.05684144759665831,17.828596,2.486353,0.15970668,1.0291884,15
576461370779014144,135.03485970439323,0.0572434236053661,18.56232,0.77910614,0.30084813,1.0412947,15
576461405138459136,135.05106986144045,0.06504225415560927,15.507406,0.96361065,0.2618942,1.4281,12
576461439498197120,135.06517091232692,0.06311541408732475,18.541435,2.1450539,0.1925671,1.0095011,15
576461439498197248,135.0578125808447,0.06411838761940986,17.30259,1.1581287,0.10555429,1.0449984,15
576461576937444608,135.0181172224617,0.06081999191582123,19.263712,2.0659313,0.0,0.9931577,14
576461611297185280,135.0395345644715,0.07577786725764132,19.405499,2.4591656,0.78892785,1.0591776,15
576461680016663168,135.01799190942967,0.07984291407597655,18.618984,0.78097725,0.0,1.0095102,15
576461684312891136,135.0210139580876,0.07965820777499892,19.487776,1.3730412,9.425336,,15
576461783095879936,135.03599699901915,0.09818040729777598,19.99822,2.13068,0.0,0.9971284,14
576461817455619072,135.04231498199346,0.103776840293862,18.828432,2.0105896,0.07052403,1.0457786,15
576461817455619968,135.04416749293867,0.10770292590588901,18.82317,0.82333946,0.5715868,1.0694059,15
576461821751049856,135.04702224548737,0.10703691564786368,15.456878,0.9884262,0.0,0.99804306,15
576461821751050624,135.03813144740457,0.10284597684899878,14.367146,0.8128748,0.0,0.9789134,15
576461886175089280,134.9754093112748,0.0546532405260776,19.855291,1.3802567,0.55638814,1.0309362,14
576461890470533376,134.96517982305033,0.048837474505657584,16.379433,1.3015308,0.0,0.9972026,14
576461924830273280,134.94103686708132,0.052525209961455585,17.957634,1.2022476,0.0,0.992333,16
576461954894567936,134.9525740059974,0.06847842402579289,18.832092,1.5676136,0.47538072,1.0886774,15
576461959190009600,134.9567158131302,0.07118236789015922,19.6158,2.035677,0.9012333,1.0592426,15
576461989254306816,134.97982727920655,0.07156037560342601,18.910412,3.0663967,1.4659606,1.2271527,15
576462057973784192,134.958134795092,0.07589242396475301,17.259527,0.899683,0.0,0.9337092,15
576462062269224064,134.96409172046725,0.07672424749617973,19.056206,1.3621235,0.0,0.9955601,15
576462126693096704,134.9431227390427,0.06400450504513604,19.47161,2.127554,0.0,1.0168031,16
576462161052835456,134.94675994765035,0.06883253203033422,19.367998,2.2647877,0.0,1.0049833,15
576462161052998912,134.95248681858772,0.07416058434706628,17.293379,1.5597534,0.0,1.0152364,15
576462298491954816,134.970997167589,0.09143738455179669,18.175262,2.5852623,0.1268772,0.99652505,15
